Timepoint,protein_001,protein_002,protein_003,protein_004,protein_005,protein_006,protein_007,protein_008,protein_009,protein_010
4.66563,15.406106,15.34421,15.41556,15.351079,14.946095,14.987944,14.949606,14.753577,15.377551,15.515299
4.67283,15.34198,15.26799,15.338664,15.269575,14.883888,14.925598,14.887588,14.707494,15.309408,15.422022
4.68003,15.287602,15.20593,15.275194,15.202755,14.832605,14.876908,14.838621,14.670656,15.251188,15.343422
4.68723,15.243604,15.156913,15.224368,15.150351,14.792841,14.841097,14.801716,14.643662,15.202054,15.278871
4.69443,15.209782,15.119502,15.185209,15.111868,14.764659,14.816283,14.776519,14.627615,15.161378,15.228214
4.70163,15.186147,15.093415,15.156753,15.086267,14.747762,14.801723,14.762854,14.623398,15.129429,15.191331
4.70883,15.172233,15.078303,15.138885,15.072323,14.741775,14.797489,14.759247,14.63097,15.107064,15.168137
4.71603,15.166884,15.07344,15.131075,15.069592,14.745602,14.803706,14.764502,14.649084,15.095567,15.157629
4.72323,15.168616,15.078469,15.132612,15.078261,14.758275,14.820087,14.779314,14.676146,15.095577,15.158797
4.73043,15.176681,15.093355,15.143652,15.097991,14.778809,14.84597,14.804224,14.71109,15.106253,15.170928
4.73763,15.190179,15.117976,15.164077,15.127659,14.806414,14.880584,14.838182,14.752954,15.125148,15.192995
4.74483,15.208427,15.150868,15.19184,15.16565,14.839891,14.922001,14.879334,14.799802,15.150035,15.223025
4.75203,15.23087,15.189179,15.224271,15.209158,14.877624,14.967208,14.925889,14.849272,15.178514,15.258598
4.75923,15.256499,15.230115,15.259019,15.254806,14.916681,15.013724,14.976002,14.898636,15.208343,15.296722
4.76643,15.283945,15.272057,15.293789,15.300142,14.953689,15.060814,15.026685,14.944867,15.237795,15.33422
4.77363,15.311451,15.313123,15.326126,15.343103,14.986582,15.106655,15.074944,14.984879,15.265617,15.368842
4.78083,15.337066,15.351214,15.353668,15.381458,15.014534,15.148358,15.11835,15.017251,15.289589,15.398999
4.78803,15.359113,15.38461,15.373882,15.412572,15.036603,15.182902,15.155251,15.04193,15.306927,15.422383
4.79523,15.376531,15.411008,15.384851,15.434385,15.05203,15.208079,15.18353,15.05913,15.31564,15.437183
4.80243,15.388112,15.42784,15.385226,15.444917,15.060199,15.221735,15.201141,15.067676,15.314745,15.442072
4.80963,15.392229,15.432824,15.37447,15.442609,15.059845,15.222349,15.206663,15.065336,15.303873,15.435716
4.81683,15.387652,15.424957,15.352915,15.426549,15.049714,15.209854,15.199859,15.051182,15.283434,15.417686
4.82403,15.37331,15.404417,15.32182,15.397567,15.030245,15.18594,15.180917,15.026303,15.255653,15.389607
4.83123,15.348973,15.373135,15.282458,15.357576,15.002771,15.152281,15.150176,14.992788,15.223026,15.353823
4.83843,15.315347,15.333383,15.235688,15.307985,14.968627,15.109589,15.108754,14.952192,15.186526,15.311885
4.84563,15.274001,15.286694,15.182859,15.2495,14.928733,15.058951,15.058242,14.906228,15.146061,15.26434
4.85283,15.226299,15.234658,15.125705,15.183616,14.883703,15.002098,15.000324,14.856128,15.102343,15.211686
4.86003,15.173988,15.179294,15.065999,15.112982,14.834199,14.940726,14.937378,14.801939,15.056714,15.155108
4.86723,15.118699,15.121812,15.005413,15.04022,14.78164,14.876499,14.87207,14.743147,15.010189,15.096194
4.87443,15.062022,15.062082,14.945598,14.967858,14.727277,14.811775,14.806205,14.681095,14.963547,15.036419
4.88163,15.005915,15.00124,14.88778,14.898466,14.672725,14.74847,14.740513,14.619446,14.917719,14.97769
4.88883,14.952571,14.941637,14.832883,14.834057,14.620199,14.687562,14.675539,14.561024,14.873572,14.920997
4.89603,14.902795,14.885109,14.781449,14.77418,14.571081,14.629172,14.611333,14.506604,14.830994,14.866219
4.90323,14.856707,14.83178,14.733419,14.717831,14.524675,14.573619,14.548051,14.456159,14.789302,14.812756
4.91043,14.814507,14.781131,14.688445,14.664726,14.480644,14.521505,14.486713,14.410139,14.748693,14.760498
4.91763,14.776193,14.732806,14.645631,14.615193,14.439511,14.472865,14.429067,14.368084,14.710277,14.709486
4.92483,14.741072,14.685552,14.603606,14.568979,14.401327,14.428102,14.376604,14.329159,14.674399,14.659891
4.93203,14.708571,14.637971,14.561844,14.526249,14.365538,14.388092,14.330001,14.29317,14.641026,14.612204
4.93923,14.678627,14.589926,14.52093,14.486764,14.332312,14.353359,14.288891,14.261135,14.610241,14.566889
4.94643,14.651649,14.543831,14.482281,14.450144,14.301956,14.322632,14.252633,14.233561,14.582468,14.524554
4.95363,14.628051,14.501872,14.447297,14.416516,14.27494,14.294821,14.221553,14.209949,14.558193,14.485466
4.96083,14.607933,14.465173,14.41707,14.386351,14.251364,14.269729,14.196531,14.189657,14.538046,14.450073
4.96803,14.591477,14.43351,14.391118,14.360542,14.230723,14.247737,14.177738,14.173023,14.521637,14.418686
4.97523,14.578627,14.406242,14.368195,14.340048,14.21214,14.228943,14.164671,14.160111,14.508017,14.390832
4.98243,14.568926,14.382769,14.347703,14.324618,14.195647,14.213461,14.156654,14.150276,14.496323,14.3654
4.98963,14.561201,14.362683,14.329556,14.31259,14.181558,14.201313,14.152384,14.142421,14.48534,14.341996
4.99683,14.554444,14.345524,14.314287,14.302659,14.170537,14.191809,14.149623,14.136153,14.473991,14.321426
5.00403,14.548559,14.331393,14.302394,14.293787,14.162679,14.18333,14.146997,14.131952,14.46261,14.304403
5.01123,14.544316,14.320661,14.294082,14.285179,14.157326,14.174284,14.144466,14.130197,14.452138,14.291187
5.01843,14.541819,14.312962,14.288547,14.277033,14.153246,14.164569,14.142431,14.130071,14.44246,14.280899
5.02563,14.540243,14.30764,14.284543,14.269147,14.14908,14.155749,14.140727,14.130011,14.432217,14.272246
5.03283,14.538349,14.30311,14.279968,14.260876,14.143121,14.148605,14.138689,14.129337,14.420162,14.26421
5.04003,14.535447,14.29746,14.273713,14.251664,14.135511,14.143119,14.135285,14.127487,14.406091,14.256048
5.04723,14.53124,14.289954,14.26612,14.241551,14.128133,14.138872,14.129993,14.123508,14.391332,14.246962
5.05443,14.525964,14.280716,14.257578,14.230736,14.122106,14.134938,14.122823,14.116969,14.377347,14.237367
5.06163,14.520007,14.269559,14.248225,14.220197,14.116696,14.129714,14.113662,14.109043,14.3653,14.229104
5.06883,14.513918,14.257259,14.238369,14.211119,14.11149,14.122363,14.10341,14.100961,14.356283,14.223167
5.07603,14.50785,14.24612,14.229125,14.20372,14.106464,14.112905,14.093601,14.092536,14.350644,14.218484
5.08323,14.501375,14.237134,14.22119,14.197714,14.101964,14.102063,14.0847,14.083083,14.347183,14.214053
5.09043,14.494095,14.230089,14.214684,14.192906,14.098336,14.091166,14.076304,14.073051,14.344231,14.209441
5.09763,14.48589,14.224281,14.208396,14.18934,14.09601,14.081093,14.068398,14.063827,14.341699,14.204468
5.10483,14.476709,14.219349,14.201251,14.186575,14.094444,14.072328,14.060525,14.05598,14.340281,14.199003
5.11203,14.467138,14.215537,14.193214,14.18438,14.092339,14.065009,14.051941,14.04917,14.340668,14.193327
5.11923,14.458247,14.213101,14.184627,14.183168,14.087945,14.058933,14.043182,14.043622,14.34228,14.187773
5.12643,14.450483,14.211712,14.175767,14.182672,14.080565,14.054064,14.035091,14.039373,14.343951,14.183446
5.13363,14.443407,14.211484,14.167673,14.182844,14.071306,14.05124,14.028457,14.03572,14.344772,14.180546
5.14083,14.436984,14.213153,14.161973,14.184318,14.06226,14.051198,14.0236,14.032087,14.344314,14.177821
5.14803,14.431294,14.215632,14.158919,14.187622,14.055107,14.053588,14.02047,14.029132,14.341739,14.174381
5.15523,14.426138,14.217149,14.157104,14.19239,14.049936,14.057474,14.018718,14.02725,14.336989,14.170556
5.16243,14.421031,14.217379,14.154978,14.198147,14.046179,14.061684,14.018228,14.02613,14.331888,14.166695
5.16963,14.41659,14.216672,14.152575,14.203518,14.043441,14.06523,14.018275,14.025391,14.328245,14.16284
5.17683,14.413791,14.214825,14.151091,14.207114,14.041433,14.067399,14.017682,14.024284,14.326111,14.159501
5.18403,14.412695,14.211761,14.151963,14.209117,14.039442,14.068223,14.016452,14.022278,14.324306,14.157135
5.19123,14.412631,14.208613,14.155898,14.209702,14.037913,14.068521,14.015152,14.019153,14.322357,14.156234
5.19843,14.412987,14.206703,14.163076,14.208927,14.03826,14.068827,14.01383,14.015302,14.320009,14.157185
5.20563,14.413619,14.20612,14.172431,14.207208,14.040875,14.068349,14.012138,14.010718,14.316874,14.159515
5.21283,14.414381,14.205825,14.181977,14.20443,14.044916,14.066148,14.011016,14.005825,14.313269,14.162357
5.22003,14.415723,14.205402,14.189755,14.200327,14.049395,14.062372,14.011428,14.000869,14.310909,14.165223
5.22723,14.418096,14.205393,14.195276,14.195199,14.053594,14.058788,14.012749,13.996241,14.311016,14.167962
5.23443,14.421602,14.205521,14.199357,14.18997,14.057074,14.057199,14.01384,13.992414,14.312948,14.170321
5.24163,14.425733,14.205425,14.203091,14.185666,14.059581,14.058235,14.014562,13.98961,14.315729,14.172613
5.24883,14.429659,14.205498,14.206398,14.184128,14.061164,14.060966,14.015615,13.98788,14.318346,14.175093
5.25603,14.432929,14.20609,14.208429,14.18563,14.062887,14.063801,14.017376,13.987323,14.32029,14.177848
5.26323,14.435006,14.206326,14.208385,14.189049,14.066424,14.064536,14.020459,13.988039,14.321199,14.180782
5.27043,14.435579,14.20525,14.205672,14.192982,14.071246,14.061693,14.025364,13.989574,14.32111,14.182901
5.27763,14.434482,14.203328,14.200321,14.19613,14.075789,14.055914,14.032069,13.99196,14.320064,14.183522
5.28483,14.43222,14.201812,14.193688,14.197648,14.079247,14.049626,14.039215,13.995565,14.318219,14.183131
5.29203,14.42887,14.200831,14.187451,14.197634,14.08139,14.04508,14.044909,14.000233,14.315131,14.183138
5.29923,14.424002,14.199815,14.182826,14.196878,14.081945,14.042651,14.048417,14.00561,14.309669,14.184125
5.30643,14.417229,14.199214,14.179962,14.196039,14.081465,14.041271,14.050203,14.01157,14.301708,14.185933
5.31363,14.408618,14.199292,14.178034,14.195562,14.080952,14.039825,14.050232,14.0173,14.292254,14.187873
5.32083,14.398925,14.199005,14.175972,14.194957,14.080638,14.038017,14.048633,14.021721,14.282308,14.189117
5.32803,14.389046,14.19811,14.173903,14.193411,14.080555,14.036064,14.046444,14.024482,14.27249,14.188963
5.33523,14.379539,14.197434,14.171367,14.190954,14.079844,14.034513,14.044537,14.025166,14.263008,14.186691
5.34243,14.370572,14.196889,14.167853,14.187738,14.077798,14.034121,14.042236,14.023149,14.253934,14.182486
5.34963,14.362962,14.195792,14.163751,14.183743,14.0744,14.035263,14.039244,14.018938,14.245592,14.17706
5.35683,14.35691,14.193753,14.1602,14.17925,14.07051,14.037392,14.035765,14.013815,14.238422,14.171131
5.36403,14.351382,14.19089,14.156701,14.174737,14.06641,14.038892,14.032017,14.00851,14.23252,14.164789
5.37123,14.346082,14.18746,14.152079,14.170469,14.062094,14.038668,14.027604,14.002671,14.228594,14.158366
5.37843,14.342149,14.183716,14.145855,14.166165,14.05771,14.03687,14.022957,13.9957,14.227451,14.151706
5.38563,14.340073,14.179256,14.139099,14.161681,14.053115,14.034581,14.019224,13.98772,14.228444,14.144771
5.39283,14.338928,14.1745,14.132687,14.157113,14.047673,14.031985,14.016769,13.979833,14.23016,14.137894
5.40003,14.338074,14.170013,14.126325,14.152832,14.041113,14.028862,14.014687,13.972907,14.232017,14.131376
5.40723,14.337838,14.165258,14.119796,14.148514,14.034208,14.025217,14.012009,13.967677,14.234178,14.12537
5.41443,14.338568,14.159829,14.113925,14.14376,14.027469,14.021587,14.008693,13.965532,14.236808,14.120809
5.42163,14.340002,14.154595,14.108867,14.138848,14.021271,14.018124,14.004961,13.966893,14.239852,14.11856
5.42883,14.341762,14.149971,14.103834,14.134042,14.016023,14.01444,14.001001,13.969742,14.242906,14.118331
5.43603,14.343811,14.145452,14.098872,14.128751,14.012061,14.010863,13.997322,13.971264,14.245359,14.119312
5.44323,14.345589,14.141115,14.095637,14.121827,14.009327,14.008505,13.994471,13.971322,14.246602,14.121053
5.45043,14.346158,14.13748,14.095161,14.113925,14.008156,14.007794,13.992548,13.971291,14.246045,14.123261
5.45763,14.345018,14.13469,14.096627,14.106383,14.008463,14.007787,13.990544,13.971549,14.243641,14.125903
5.46483,14.342616,14.132488,14.097983,14.099656,14.009921,14.008085,13.988023,13.97134,14.240136,14.128563
5.47204,14.33975,14.130407,14.098455,14.093408,14.012445,14.008817,13.986102,13.970983,14.236578,14.130369
5.47924,14.336744,14.128638,14.098189,14.08813,14.015574,14.009579,13.98606,13.97067,14.23343,14.130726
5.48644,14.333688,14.12815,14.097436,14.083738,14.018666,14.009922,13.987169,13.969673,14.230964,14.129411
5.49364,14.330135,14.129201,14.096227,14.07939,14.021755,14.009662,13.988103,13.967621,14.229317,14.125931
5.50084,14.325667,14.131071,14.095065,14.074795,14.025003,14.008909,13.988297,13.965275,14.228499,14.1204
5.50804,14.320624,14.133306,14.094195,14.070543,14.028127,14.007645,13.987725,13.96394,14.228439,14.11388
5.51524,14.315796,14.135436,14.093045,14.067824,14.031172,14.006102,13.98623,13.963434,14.229538,14.10722
5.52244,14.311308,14.136313,14.090435,14.067345,14.033476,14.004051,13.984144,13.961668,14.231446,14.100411
5.52964,14.30757,14.13495,14.086065,14.068581,14.034193,14.001425,13.98208,13.957065,14.233577,14.093763
5.53684,14.305147,14.131518,14.081018,14.070296,14.033407,13.998253,13.980173,13.950444,14.235787,14.087993
5.54404,14.303826,14.126985,14.076774,14.071813,14.031834,13.994871,13.977192,13.943073,14.23739,14.084168
5.55124,14.302389,14.122576,14.073609,14.071893,14.029778,13.991909,13.97163,13.935208,14.237307,14.082993
5.55844,14.300213,14.118532,14.07196,14.069923,14.027488,13.989847,13.96395,13.927657,14.235596,14.084279
5.56564,14.297534,14.114668,14.072779,14.067103,14.024987,13.988748,13.956226,13.921384,14.232998,14.087166
5.57284,14.294928,14.110917,14.076342,14.065014,14.022182,13.988119,13.950105,13.916809,14.22955,14.090878
5.58004,14.292641,14.107027,14.081424,14.06401,14.019523,13.987715,13.946453,13.913227,14.225982,14.094435
5.58724,14.291088,14.102457,14.087452,14.064064,14.017657,13.987134,13.945955,13.910684,14.223038,14.096595
5.59444,14.290861,14.097419,14.093845,14.064902,14.016882,13.986106,13.948273,13.910312,14.220386,14.096786
5.60164,14.29189,14.093149,14.099475,14.065579,14.017227,13.984792,13.95179,13.912771,14.217531,14.095455
5.60884,14.292585,14.090369,14.10307,14.065483,14.018233,13.98347,13.955302,13.91721,14.214699,14.093178
5.61604,14.291837,14.089542,14.104645,14.064407,14.019142,13.981765,13.958517,13.921913,14.211715,14.090073
5.62324,14.290162,14.090345,14.104856,14.063134,14.019854,13.978935,13.962252,13.925946,14.208411,14.086652
5.63044,14.288176,14.092066,14.103841,14.062609,14.020527,13.975076,13.966766,13.928662,14.205418,14.084148
5.63764,14.285246,14.093514,14.100674,14.062572,14.021271,13.970558,13.972009,13.929795,14.203248,14.083106
5.64484,14.281679,14.09373,14.094941,14.062087,14.022134,13.966064,13.977595,13.928983,14.201892,14.082671
5.65204,14.27834,14.092854,14.087352,14.060646,14.022594,13.962472,13.982763,13.927115,14.201258,14.082246
5.65924,14.275344,14.091885,14.078611,14.05841,14.021607,13.96019,13.985869,13.925213,14.200952,14.082281
5.66644,14.272029,14.091225,14.069081,14.055185,14.018731,13.958771,13.986023,13.923276,14.200648,14.082917
5.67364,14.26888,14.090363,14.060317,14.051518,14.014676,13.95739,13.983456,13.920782,14.200466,14.083154
5.68084,14.266885,14.089409,14.054159,14.047828,14.010947,13.955835,13.978842,13.918366,14.200694,14.082663
5.68804,14.266532,14.088116,14.050869,14.044935,14.008369,13.954166,13.973087,13.91641,14.201241,14.081789
5.69524,14.266978,14.085707,14.049261,14.043296,14.00648,13.95291,13.967168,13.914976,14.202418,14.080381
5.70244,14.267711,14.082644,14.048523,14.043125,14.004832,13.952485,13.961509,13.914606,14.203788,14.077579
5.70964,14.269297,14.080077,14.048419,14.044141,14.003656,13.953339,13.956171,13.915529,14.204398,14.07373
5.71684,14.272124,14.078675,14.048921,14.046784,14.003003,13.955014,13.95062,13.916982,14.203458,14.071045
5.72404,14.274762,14.078237,14.049996,14.051209,14.002396,13.956316,13.944971,13.918647,14.201004,14.070866
5.73124,14.275815,14.078344,14.051927,14.056423,14.001804,13.955999,13.940251,13.920436,14.197468,14.07189
5.73844,14.275158,14.078225,14.054758,14.061736,14.001227,13.953527,13.937685,13.921933,14.194045,14.072583
5.74564,14.272325,14.078019,14.058097,14.067475,14.000238,13.949308,13.937324,13.922954,14.191862,14.072901
5.75284,14.266828,14.07818,14.061182,14.07334,13.997478,13.944204,13.938935,13.924007,14.190611,14.072404
5.76004,14.259704,14.078659,14.062804,14.078027,13.992436,13.938852,13.942188,13.925262,14.189635,14.069748
5.76724,14.25331,14.07906,14.062511,14.081289,13.986013,13.933937,13.946254,13.926335,14.189189,14.065878
5.77444,14.248402,14.078624,14.060993,14.083572,13.979205,13.929881,13.949713,13.927208,14.189903,14.063093
5.78164,14.244215,14.076398,14.059309,14.084609,13.972064,13.926322,13.951802,13.929301,14.191365,14.062456
5.78884,14.239884,14.071779,14.057718,14.083749,13.965035,13.922683,13.953056,13.934185,14.1934,14.062335
5.79604,14.235526,14.065163,14.056801,14.08103,13.959293,13.919601,13.954076,13.942237,14.196656,14.060888
5.80324,14.231702,14.057447,14.056478,14.077038,13.955784,13.917524,13.954502,13.952179,14.200343,14.057169
5.81044,14.228783,14.050418,14.05632,14.072299,13.954779,13.916958,13.953689,13.962704,14.201566,14.052174
5.81764,14.227554,14.04525,14.056045,14.066062,13.955842,13.918203,13.951547,13.97286,14.199185,14.047245
5.82484,14.228595,14.041144,14.055973,14.057658,13.958504,13.921186,13.948936,13.981357,14.195373,14.04382
5.83204,14.231209,14.036648,14.05614,14.048491,13.962393,13.925123,13.947076,13.986476,14.191765,14.043195
5.83924,14.233308,14.031932,14.056465,14.039724,13.966765,13.929722,13.947036,13.98828,14.188321,14.045338
5.84644,14.23378,14.027591,14.057414,14.031065,13.971452,13.934878,13.949281,13.98797,14.184909,14.048335
5.85364,14.233135,14.023306,14.059271,14.022716,13.976675,13.939854,13.953896,13.984633,14.181659,14.049584
5.86084,14.231898,14.019581,14.061876,14.016104,13.982264,13.944415,13.959343,13.976758,14.177498,14.04824
5.86804,14.230601,14.017948,14.064434,14.011234,13.987502,13.948898,13.96359,13.965357,14.171259,14.04581
5.87524,14.229895,14.018631,14.066449,14.007755,13.991979,13.954154,13.96546,13.952821,14.16357,14.044748
5.88244,14.230197,14.019811,14.06723,14.006285,13.995135,13.960081,13.964672,13.940543,14.15687,14.046447
5.88964,14.231117,14.020362,14.066401,14.007418,13.997083,13.965654,13.961672,13.929405,14.152189,14.050544
5.89684,14.231948,14.020545,14.063652,14.011134,13.998998,13.970218,13.957404,13.920178,14.147772,14.055967
5.90404,14.232659,14.021124,14.059648,14.017128,14.001623,13.973839,13.952422,13.913529,14.142145,14.061425
5.91124,14.233196,14.022155,14.055661,14.02454,14.004669,13.976107,13.94609,13.90954,14.13525,14.066206
5.91844,14.233365,14.023589,14.052863,14.031816,14.007281,13.976129,13.938838,13.907069,14.127503,14.070033
5.92564,14.23262,14.025512,14.050957,14.037907,14.008654,13.974266,13.931327,13.905614,14.119754,14.073489
5.93284,14.23102,14.02794,14.049857,14.042368,14.007643,13.971641,13.924468,13.905815,14.114323,14.077059
5.94004,14.2287,14.028917,14.052218,14.045631,14.00367,13.966782,13.918928,13.908238,14.113408,14.079069
5.94724,14.225975,14.025579,14.061158,14.048709,13.997141,13.955428,13.916376,13.912134,14.11761,14.07482
5.95444,14.223017,14.017214,14.075818,14.051747,13.989217,13.936512,13.917632,13.916365,14.125578,14.061811
5.96164,14.22017,14.005714,14.0925,14.053787,13.980927,13.913843,13.922029,13.920007,14.134958,14.042309
5.96884,14.217649,13.993071,14.10877,14.05437,13.972862,13.891295,13.927738,13.922368,14.144038,14.02138
5.97604,14.215336,13.98016,14.122053,14.053298,13.965282,13.870995,13.933516,13.923177,14.151636,14.002432
5.98324,14.212959,13.969065,14.128583,14.049795,13.958435,13.856605,13.938544,13.922322,14.15651,13.988618
5.99044,14.211069,13.961728,14.126813,14.045021,13.952576,13.850292,13.942101,13.920742,14.157977,13.981584
5.99764,,13.959891,,,,,13.944971,,,13.980387
